sku,group,short_description,categories,custom_collection,size,color,brand,special_price,price,discount,qty,material_1,sole,innersole,interior,demountable,closing,heel,plateaulevel,sizefits,ean,origin,material2,freetext,additional_images,color_hex,attribute_set_code,product_type,product_websites,is_in_stock,manage_stock,website_id,product_online,base_image,small_image,thumbnail_image,configurable_variations,default_category,visibility,name,url_key,brand_2
c00301434,860,Enkelsneaker in de kleur beige,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,36,BEIGE,DEABUSED,,129.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301434,DEABUSED
c0030142,860,Enkelsneaker in de kleur groen,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,36,GROEN,DEABUSED,,129.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg",#008000,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c0030142,DEABUSED
c00301435,860,Enkelsneaker in de kleur beige,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,37,BEIGE,DEABUSED,,129.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301435,DEABUSED
c00301419,860,Enkelsneaker in de kleur blauw,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,37,BLAUW,DEABUSED,,129.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8974050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8975050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8976050218.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301419,DEABUSED
c0030143,860,Enkelsneaker in de kleur groen,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,37,GROEN,DEABUSED,,129.99,New Collection,3,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg",#008000,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c0030143,DEABUSED
c00301411,860,Enkelsneaker in de kleur zwart,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,37,ZWART,DEABUSED,,129.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.ZWART/IMG_4143050218.jpg,/product-photos/IMG_860/IMG_860.ZWART/IMG_4144050218.jpg,/product-photos/IMG_860/IMG_860.ZWART/IMG_4145050218.jpg,/product-photos/IMG_860/IMG_860.ZWART/IMG_4147050218.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.ZWART/IMG_4143050218.jpg,/product-photos/IMG_860/IMG_860.ZWART/IMG_4143050218.jpg,/product-photos/IMG_860/IMG_860.ZWART/IMG_4143050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301411,DEABUSED
c00301436,860,Enkelsneaker in de kleur beige,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,38,BEIGE,DEABUSED,,129.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301436,DEABUSED
c0030144,860,Enkelsneaker in de kleur groen,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,38,GROEN,DEABUSED,,129.99,New Collection,4,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg",#008000,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c0030144,DEABUSED
c00301437,860,Enkelsneaker in de kleur beige,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,39,BEIGE,DEABUSED,,129.99,New Collection,3,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301437,DEABUSED
c0030145,860,Enkelsneaker in de kleur groen,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,39,GROEN,DEABUSED,,129.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg",#008000,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c0030145,DEABUSED
c00301438,860,Enkelsneaker in de kleur beige,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,40,BEIGE,DEABUSED,,129.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301438,DEABUSED
c0030146,860,Enkelsneaker in de kleur groen,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,40,GROEN,DEABUSED,,129.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg",#008000,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c0030146,DEABUSED
c00301439,860,Enkelsneaker in de kleur beige,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,41,BEIGE,DEABUSED,,129.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg",#F5F5DC,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301439,DEABUSED
c00301423,860,Enkelsneaker in de kleur blauw,Default Category/DAMESSCHOENEN/SNEAKERS,NOS,41,BLAUW,DEABUSED,,129.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8974050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8975050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8976050218.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg,,SNEAKERS,Not Visible Individually,DEABUSED,deabused-c00301423,DEABUSED
c0031895,43S7ROFS1D/8,Ronnie Sneaker in de kleur blauw,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,37,BLAUW,MICHAEL KORS,74.99,149.99,Sale,1,,,,,,,,,,,,,,"/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2580220317.jpg,/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2581220317.jpg,/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2582220317.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2580220317.jpg,/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2580220317.jpg,/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2580220317.jpg,,SNEAKERS,Not Visible Individually,MICHAEL KORS,michael-kors-c0031895,MICHAEL KORS
c00319210,40S7BDFA1Q/8,Bedford Flip Flop Stripe in de kleur zwart,Default Category/DAMESSCHOENEN/SLIPPERS,SS17,40/41,ZWART,MICHAEL KORS,,49.99,New Collection,2,,,,,,,,,,,,,,/product-photos/IMG_40S7BDFA1Q-8/IMG_40S7BDFA1Q-8.ZWART/IMG_1772040317.jpg,#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_40S7BDFA1Q-8/IMG_40S7BDFA1Q-8.ZWART/IMG_1772040317.jpg,/product-photos/IMG_40S7BDFA1Q-8/IMG_40S7BDFA1Q-8.ZWART/IMG_1772040317.jpg,/product-photos/IMG_40S7BDFA1Q-8/IMG_40S7BDFA1Q-8.ZWART/IMG_1772040317.jpg,,SLIPPERS,Not Visible Individually,MICHAEL KORS,michael-kors-c00319210,MICHAEL KORS
c0031938,40S7PLFA1Q/8,MK Plate Jelly in de kleur brons,Default Category/DAMESSCHOENEN/SANDALEN,SS17,38,BRONS,MICHAEL KORS,,54.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1866100317.jpg,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1869100317.jpg",#cd7f32,Default,simple,base,1,0,0,1,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1866100317.jpg,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1866100317.jpg,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1866100317.jpg,,SANDALEN,Not Visible Individually,MICHAEL KORS,michael-kors-c0031938,MICHAEL KORS
c0031933,40S7PLFA1Q/8,MK Plate Jelly in de kleur zwart,Default Category/DAMESSCHOENEN/SANDALEN,SS17,38,ZWART,MICHAEL KORS,,54.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1785100317.jpg,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1789100317.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1785100317.jpg,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1785100317.jpg,/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1785100317.jpg,,SANDALEN,Not Visible Individually,MICHAEL KORS,michael-kors-c0031933,MICHAEL KORS
c0032009,40S7KIMS1D/8,Kit Closed Toe Wedge in de kleur cognac,Default Category/DAMESSCHOENEN/SANDALEN,SS17,39,COGNAC,MICHAEL KORS,,184.99,New Collection,2,,,,,,,,,,,,,,"/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2170170317.jpg,/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2172170317.jpg,/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2174170317.jpg",#D2691E,Default,simple,base,1,0,0,1,/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2170170317.jpg,/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2170170317.jpg,/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2170170317.jpg,,SANDALEN,Not Visible Individually,MICHAEL KORS,michael-kors-c0032009,MICHAEL KORS
c0032042,2V59200/8,Tas in de kleur roze,Default Category/ACCESSOIRES/DAMES ACCESSOIRES,SS17,ONE SIZE,ROZE,PATRIZIA PEPE,,219.99,New Collection,1,,,,,,,,,,,,,,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ROZE/IMG_5127090517.jpg,#f4c2c2,Default,simple,base,1,0,0,1,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ROZE/IMG_5127090517.jpg,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ROZE/IMG_5127090517.jpg,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ROZE/IMG_5127090517.jpg,,DAMES ACCESSOIRES,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032042,PATRIZIA PEPE
c0032041,2V59200/8,Tas in de kleur zwart,Default Category/ACCESSOIRES/DAMES ACCESSOIRES,SS17,ONE SIZE,ZWART,PATRIZIA PEPE,,219.99,New Collection,1,,,,,,,,,,,,,,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ZWART/IMG_5126090517.jpg,#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ZWART/IMG_5126090517.jpg,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ZWART/IMG_5126090517.jpg,/product-photos/IMG_2V59200-8/IMG_2V59200-8.ZWART/IMG_5126090517.jpg,,DAMES ACCESSOIRES,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032041,PATRIZIA PEPE
c0032051,2V6890/8,Buideltas in de kleur zwart,Default Category/ACCESSOIRES/DAMES ACCESSOIRES,SS17,ONE SIZE,ZWART,PATRIZIA PEPE,,159.99,New Collection,1,,,,,,,,,,,,,,/product-photos/IMG_2V6890-8/IMG_2V6890-8.ZWART/IMG_5124090517.jpg,#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6890-8/IMG_2V6890-8.ZWART/IMG_5124090517.jpg,/product-photos/IMG_2V6890-8/IMG_2V6890-8.ZWART/IMG_5124090517.jpg,/product-photos/IMG_2V6890-8/IMG_2V6890-8.ZWART/IMG_5124090517.jpg,,DAMES ACCESSOIRES,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032051,PATRIZIA PEPE
c0032103,2V6992/8,Sandaal Kwasten in de kleur zwart,Default Category/DAMESSCHOENEN/SANDALEN,SS17,37,ZWART,PATRIZIA PEPE,,199.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5113090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5114090517.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,,SANDALEN,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032103,PATRIZIA PEPE
c0032106,2V6992/8,Sandaal Kwasten in de kleur zwart,Default Category/DAMESSCHOENEN/SANDALEN,SS17,40,ZWART,PATRIZIA PEPE,,199.99,New Collection,1,,,,,,,,,,,,,,"/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5113090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5114090517.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg,,SANDALEN,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032106,PATRIZIA PEPE
c0032111,2V6949/8,Sneaker Python in de kleur zwart,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,35,ZWART,PATRIZIA PEPE,124.99,249.99,Sale,1,,,,,,,,,,,,,,"/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5122090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5123090517.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032111,PATRIZIA PEPE
c0032115,2V6949/8,Sneaker Python in de kleur zwart,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,39,ZWART,PATRIZIA PEPE,124.99,249.99,Sale,1,,,,,,,,,,,,,,"/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5122090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5123090517.jpg",#000000,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032115,PATRIZIA PEPE
c0032122,2V6957/8,Sneaker in de kleur wit,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,36,WIT,PATRIZIA PEPE,89.99,179.99,Sale,2,,,,,,,,,,,,,,"/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032122,PATRIZIA PEPE
c0032123,2V6957/8,Sneaker in de kleur wit,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,37,WIT,PATRIZIA PEPE,89.99,179.99,Sale,2,,,,,,,,,,,,,,"/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032123,PATRIZIA PEPE
c0032125,2V6957/8,Sneaker in de kleur wit,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,39,WIT,PATRIZIA PEPE,89.99,179.99,Sale,1,,,,,,,,,,,,,,"/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032125,PATRIZIA PEPE
c0032127,2V6957/8,Sneaker in de kleur wit,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,41,WIT,PATRIZIA PEPE,89.99,179.99,Sale,1,,,,,,,,,,,,,,"/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg",#FFFFFF,Default,simple,base,1,0,0,1,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032127,PATRIZIA PEPE
c0032139,2V7044/8,Sneaker Suede in de kleur blauw,Default Category/DAMESSCHOENEN/SNEAKERS,SS17,35,BLAUW,PATRIZIA PEPE,79.99,159.99,Sale,1,,,,,,,,,,,,,,"/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg,/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5105090517.jpg,/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5106090517.jpg",#0000FF,Default,simple,base,1,0,0,1,/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg,/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg,/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg,,SNEAKERS,Not Visible Individually,PATRIZIA PEPE,patrizia-pepe-c0032139,PATRIZIA PEPE
