SKU,GROUP,"Short Description",Category,Collection,Size,Color,Brand,"Discount Price","Selling Price",Discount,Stock,Material,Sole,Innersole,Interior,Demountable,Closing,Heel,Plateaulevel,Sizefits,EAN,Origin,Material2,Freetext,Photos,"Color Hex"
00301434,860,"Enkelsneaker in de kleur beige","DAMESSCHOENEN > SNEAKERS",NOS,36,BEIGE,DEABUSED,,129.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg,"#F5F5DC "
0030142,860,"Enkelsneaker in de kleur groen","DAMESSCHOENEN > SNEAKERS",NOS,36,GROEN,DEABUSED,,129.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg,#008000
00301435,860,"Enkelsneaker in de kleur beige","DAMESSCHOENEN > SNEAKERS",NOS,37,BEIGE,DEABUSED,,129.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg,"#F5F5DC "
00301419,860,"Enkelsneaker in de kleur blauw","DAMESSCHOENEN > SNEAKERS",NOS,37,BLAUW,DEABUSED,,129.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8974050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8975050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8976050218.jpg,#0000FF
0030143,860,"Enkelsneaker in de kleur groen","DAMESSCHOENEN > SNEAKERS",NOS,37,GROEN,DEABUSED,,129.99,"New Collection",3,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg,#008000
00301411,860,"Enkelsneaker in de kleur zwart","DAMESSCHOENEN > SNEAKERS",NOS,37,ZWART,DEABUSED,,129.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.ZWART/IMG_4143050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.ZWART/IMG_4144050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.ZWART/IMG_4145050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.ZWART/IMG_4147050218.jpg,#000000
00301436,860,"Enkelsneaker in de kleur beige","DAMESSCHOENEN > SNEAKERS",NOS,38,BEIGE,DEABUSED,,129.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg,"#F5F5DC "
0030144,860,"Enkelsneaker in de kleur groen","DAMESSCHOENEN > SNEAKERS",NOS,38,GROEN,DEABUSED,,129.99,"New Collection",4,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg,#008000
00301437,860,"Enkelsneaker in de kleur beige","DAMESSCHOENEN > SNEAKERS",NOS,39,BEIGE,DEABUSED,,129.99,"New Collection",3,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg,"#F5F5DC "
0030145,860,"Enkelsneaker in de kleur groen","DAMESSCHOENEN > SNEAKERS",NOS,39,GROEN,DEABUSED,,129.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg,#008000
00301438,860,"Enkelsneaker in de kleur beige","DAMESSCHOENEN > SNEAKERS",NOS,40,BEIGE,DEABUSED,,129.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg,"#F5F5DC "
0030146,860,"Enkelsneaker in de kleur groen","DAMESSCHOENEN > SNEAKERS",NOS,40,GROEN,DEABUSED,,129.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4328050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4329050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4330050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.GROEN/IMG_4331050218.jpg,#008000
00301439,860,"Enkelsneaker in de kleur beige","DAMESSCHOENEN > SNEAKERS",NOS,41,BEIGE,DEABUSED,,129.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2848050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2849050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2850050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BEIGE/IMG_2851050218.jpg,"#F5F5DC "
00301423,860,"Enkelsneaker in de kleur blauw","DAMESSCHOENEN > SNEAKERS",NOS,41,BLAUW,DEABUSED,,129.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8973050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8974050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8975050218.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_860/IMG_860.BLAUW/IMG_8976050218.jpg,#0000FF
0031895,43S7ROFS1D/8,"Ronnie Sneaker in de kleur blauw","DAMESSCHOENEN > SNEAKERS",SS17,37,BLAUW,"MICHAEL KORS",74.99,149.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2580220317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2581220317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_43S7ROFS1D-8/IMG_43S7ROFS1D-8.BLAUW/IMG_2582220317.jpg,#0000FF
00319210,40S7BDFA1Q/8,"Bedford Flip Flop Stripe in de kleur zwart","DAMESSCHOENEN > SLIPPERS",SS17,40/41,ZWART,"MICHAEL KORS",,49.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_40S7BDFA1Q-8/IMG_40S7BDFA1Q-8.ZWART/IMG_1772040317.jpg,#000000
0031938,40S7PLFA1Q/8,"MK Plate Jelly in de kleur brons","DAMESSCHOENEN > SANDALEN",SS17,38,BRONS,"MICHAEL KORS",,54.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1866100317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.BRONS/IMG_1869100317.jpg,#cd7f32
0031933,40S7PLFA1Q/8,"MK Plate Jelly in de kleur zwart","DAMESSCHOENEN > SANDALEN",SS17,38,ZWART,"MICHAEL KORS",,54.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1785100317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_40S7PLFA1Q-8/IMG_40S7PLFA1Q-8.ZWART/IMG_1789100317.jpg,#000000
0032009,40S7KIMS1D/8,"Kit Closed Toe Wedge in de kleur cognac","DAMESSCHOENEN > SANDALEN",SS17,39,COGNAC,"MICHAEL KORS",,184.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2170170317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2172170317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_40S7KIMS1D-8/IMG_40S7KIMS1D-8.COGNAC/IMG_2174170317.jpg,#D2691E
0032042,2V59200/8,"Tas in de kleur roze","ACCESSOIRES > DAMES ACCESSOIRES",SS17,"ONE SIZE",ROZE,"PATRIZIA PEPE",,219.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V59200-8/IMG_2V59200-8.ROZE/IMG_5127090517.jpg,#f4c2c2
0032041,2V59200/8,"Tas in de kleur zwart","ACCESSOIRES > DAMES ACCESSOIRES",SS17,"ONE SIZE",ZWART,"PATRIZIA PEPE",,219.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V59200-8/IMG_2V59200-8.ZWART/IMG_5126090517.jpg,#000000
0032051,2V6890/8,"Buideltas in de kleur zwart","ACCESSOIRES > DAMES ACCESSOIRES",SS17,"ONE SIZE",ZWART,"PATRIZIA PEPE",,159.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6890-8/IMG_2V6890-8.ZWART/IMG_5124090517.jpg,#000000
0032103,2V6992/8,"Sandaal Kwasten in de kleur zwart","DAMESSCHOENEN > SANDALEN",SS17,37,ZWART,"PATRIZIA PEPE",,199.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5113090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5114090517.jpg,#000000
0032106,2V6992/8,"Sandaal Kwasten in de kleur zwart","DAMESSCHOENEN > SANDALEN",SS17,40,ZWART,"PATRIZIA PEPE",,199.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5112090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5113090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6992-8/IMG_2V6992-8.ZWART/IMG_5114090517.jpg,#000000
0032111,2V6949/8,"Sneaker Python in de kleur zwart","DAMESSCHOENEN > SNEAKERS",SS17,35,ZWART,"PATRIZIA PEPE",124.99,249.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5122090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5123090517.jpg,#000000
0032115,2V6949/8,"Sneaker Python in de kleur zwart","DAMESSCHOENEN > SNEAKERS",SS17,39,ZWART,"PATRIZIA PEPE",124.99,249.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5121090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5122090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6949-8/IMG_2V6949-8.ZWART/IMG_5123090517.jpg,#000000
0032122,2V6957/8,"Sneaker in de kleur wit","DAMESSCHOENEN > SNEAKERS",SS17,36,WIT,"PATRIZIA PEPE",89.99,179.99,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg,#FFFFFF
0032123,2V6957/8,"Sneaker in de kleur wit","DAMESSCHOENEN > SNEAKERS",SS17,37,WIT,"PATRIZIA PEPE",89.99,179.99,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg,#FFFFFF
0032125,2V6957/8,"Sneaker in de kleur wit","DAMESSCHOENEN > SNEAKERS",SS17,39,WIT,"PATRIZIA PEPE",89.99,179.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg,#FFFFFF
0032127,2V6957/8,"Sneaker in de kleur wit","DAMESSCHOENEN > SNEAKERS",SS17,41,WIT,"PATRIZIA PEPE",89.99,179.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5116090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5117090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V6957-8/IMG_2V6957-8.WIT/IMG_5120090517.jpg,#FFFFFF
0032139,2V7044/8,"Sneaker Suede in de kleur blauw","DAMESSCHOENEN > SNEAKERS",SS17,35,BLAUW,"PATRIZIA PEPE",79.99,159.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5105090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5106090517.jpg,#0000FF
00321311,2V7044/8,"Sneaker Suede in de kleur blauw","DAMESSCHOENEN > SNEAKERS",SS17,37,BLAUW,"PATRIZIA PEPE",79.99,159.99,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5105090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5106090517.jpg,#0000FF
0032133,2V7044/8,"Sneaker Suede in de kleur roze","DAMESSCHOENEN > SNEAKERS",SS17,37,ROZE,"PATRIZIA PEPE",79.99,159.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5108090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5109090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5111090517.jpg,#f4c2c2
0032135,2V7044/8,"Sneaker Suede in de kleur roze","DAMESSCHOENEN > SNEAKERS",SS17,39,ROZE,"PATRIZIA PEPE",79.99,159.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5108090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5109090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5111090517.jpg,#f4c2c2
00321315,2V7044/8,"Sneaker Suede in de kleur blauw","DAMESSCHOENEN > SNEAKERS",SS17,41,BLAUW,"PATRIZIA PEPE",79.99,159.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5103090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5105090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.BLAUW/IMG_5106090517.jpg,#0000FF
0032137,2V7044/8,"Sneaker Suede in de kleur roze","DAMESSCHOENEN > SNEAKERS",SS17,41,ROZE,"PATRIZIA PEPE",79.99,159.99,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5108090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5109090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_2V7044-8/IMG_2V7044-8.ROZE/IMG_5111090517.jpg,#f4c2c2
0033598,CL-9092/9,"Enkellaars Embleem in de kleur zwart","KINDERSCHOENEN > MEISJESSCHOENEN > ENKELLAARZEN",FW17,25,ZWART,"CLIC KIDS",,109.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_CL-9092-9/IMG_CL-9092-9.ZWART/IMG_3263220817.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_CL-9092-9/IMG_CL-9092-9.ZWART/IMG_3264220817.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_CL-9092-9/IMG_CL-9092-9.ZWART/IMG_3265220817.jpg,#000000
0033732,1006346/8,"W Ruby in de kleur zwart","DAMESSCHOENEN > SLIPPERS",SS17,36,ZWART,UGG,,59.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1006346-8/IMG_1006346-8.ZWART/IMG_3340180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1006346-8/IMG_1006346-8.ZWART/IMG_3342180417.jpg,#000000
00337315,1006346/8,"W Ruby in de kleur wit","DAMESSCHOENEN > SLIPPERS",SS17,41,WIT,UGG,,59.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1006346-8/IMG_1006346-8.WIT/IMG_3307180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1006346-8/IMG_1006346-8.WIT/IMG_3309180417.jpg,#FFFFFF
0033753,1015067/8,"W Yasmin Snake in de kleur zwart","DAMESSCHOENEN > SANDALEN",SS17,37,ZWART,UGG,,159.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1015067-8/IMG_1015067-8.ZWART/IMG_3357180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015067-8/IMG_1015067-8.ZWART/IMG_3358180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015067-8/IMG_1015067-8.ZWART/IMG_3359180417.jpg,#000000
0033754,1015067/8,"W Yasmin Snake in de kleur zwart","DAMESSCHOENEN > SANDALEN",SS17,38,ZWART,UGG,,159.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1015067-8/IMG_1015067-8.ZWART/IMG_3357180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015067-8/IMG_1015067-8.ZWART/IMG_3358180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015067-8/IMG_1015067-8.ZWART/IMG_3359180417.jpg,#000000
0033793,1016852/8,"W Classic Mini Unlined Perf in de kleur cognac","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN",SS17,37,COGNAC,UGG,,139.99,"New Collection",2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3360180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3361180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3362180417.jpg,#D2691E
0033794,1016852/8,"W Classic Mini Unlined Perf in de kleur cognac","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN",SS17,38,COGNAC,UGG,,139.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3360180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3361180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3362180417.jpg,#D2691E
0033796,1016852/8,"W Classic Mini Unlined Perf in de kleur cognac","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN",SS17,40,COGNAC,UGG,,139.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3360180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3361180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016852-8/IMG_1016852-8.COGNAC/IMG_3362180417.jpg,#D2691E
00338135,1016767/8,"Milana in de kleur blauw","DAMESSCHOENEN > SCHOENEN",SS17,37,BLAUW,UGG,,109.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1016767-8/IMG_1016767-8.BLAUW/IMG_3312180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016767-8/IMG_1016767-8.BLAUW/IMG_3313180417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1016767-8/IMG_1016767-8.BLAUW/IMG_3315180417.jpg,#0000FF
0033874,1015805T/8,"T Addilyn Metallic in de kleur goud/zilve","KINDERSCHOENEN > MEISJESSCHOENEN > SANDALEN",SS17,"22 1/2",GOUD,"UGG KIDS",,59.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3383200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3384200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3387200417.jpg,#DAA520
0033875,1015805T/8,"T Addilyn Metallic in de kleur goud/zilve","KINDERSCHOENEN > MEISJESSCHOENEN > SANDALEN",SS17,"23 1/2",GOUD,"UGG KIDS",,59.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3383200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3384200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3387200417.jpg,#DAA520
0033877,1015805T/8,"T Addilyn Metallic in de kleur goud/zilve","KINDERSCHOENEN > MEISJESSCHOENEN > SANDALEN",SS17,25,GOUD,"UGG KIDS",,59.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3383200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3384200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3387200417.jpg,#DAA520
0033878,1015805T/8,"T Addilyn Metallic in de kleur goud/zilve","KINDERSCHOENEN > MEISJESSCHOENEN > SANDALEN",SS17,26,GOUD,"UGG KIDS",,59.99,"New Collection",1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3383200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3384200417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_1015805T-8/IMG_1015805T-8.GOUD_ZILVE/IMG_3387200417.jpg,#DAA520
