0020136,FL1AD2/5,"Pump Kant in de kleur zwart","DAMESSCHOENEN > PUMPS","2015 Zomer",40,ZWART,GUESS,113.97,189.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_FL1AD2-5/IMG_FL1AD2-5.ZWART/IMG_0659141216.jpg,#000000
00201712,Tobia/5,"Enkel Sandaal 7/8H in de kleur jeansblauw","DAMESSCHOENEN > SANDALEN","2015 Zomer",38,JEANS,UNISA,74.97,124.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Tobia-5/IMG_Tobia-5.JEANSBLAUW/IMG_2953141216.jpg,jeans.jpg
00201813,Patric/5,"Pump 7/8H in de kleur zwart","DAMESSCHOENEN > PUMPS",F/W15/16,41,ZWART,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Patric-5/IMG_Patric-5.ZWART/IMG_2905141216.jpg,#000000
00201923,Teofi/5,"Suede Enkell 7/8H in de kleur d blauw","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN","2015 Zomer",38,"DONKER BLAUW",UNISA,89.97,149.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Teofi-5/IMG_Teofi-5.D-BLAUW/IMG_2909141216.jpg,#00008B
00201911,Teofi/5,"Suede Enkell 7/8H in de kleur beige","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN","2015 Zomer",40,BEIGE,UNISA,89.97,149.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Teofi-5/IMG_Teofi-5.BEIGE/IMG_2943141216.jpg,"#F5F5DC "
00201927,Teofi/5,"Suede Enkell 7/8H in de kleur d blauw","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN","2015 Zomer",40,"DONKER BLAUW",UNISA,89.97,149.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Teofi-5/IMG_Teofi-5.D-BLAUW/IMG_2909141216.jpg,#00008B
00201913,Teofi/5,"Suede Enkell 7/8H in de kleur beige","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN","2015 Zomer",41,BEIGE,UNISA,89.97,149.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Teofi-5/IMG_Teofi-5.BEIGE/IMG_2943141216.jpg,"#F5F5DC "
0020223,Tadi/5,"Suede Pump 7/8H in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",36,BLAUW,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Tadi-5/IMG_Tadi-5.BLAUW/IMG_2920141216.jpg,#0000FF
0020225,Tadi/5,"Suede Pump 7/8H in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",37,BLAUW,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Tadi-5/IMG_Tadi-5.BLAUW/IMG_2920141216.jpg,#0000FF
0020227,Tadi/5,"Suede Pump 7/8H in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",38,BLAUW,UNISA,59.97,99.95,Sale,3,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Tadi-5/IMG_Tadi-5.BLAUW/IMG_2920141216.jpg,#0000FF
00202223,Tadi/5,"Suede Pump 7/8H in de kleur ecru","DAMESSCHOENEN > PUMPS","2015 Zomer",38,ECRU,UNISA,59.97,99.95,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Tadi-5/IMG_Tadi-5.ECRU/IMG_2942141216.jpg,#f4e5d1
00202211,Tadi/5,"Suede Pump 7/8H in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",40,BLAUW,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Tadi-5/IMG_Tadi-5.BLAUW/IMG_2920141216.jpg,#0000FF
0020253,Obert/5,"Suede Pump 3/4H in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",36,BLAUW,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Obert-5/IMG_Obert-5.BLAUW/IMG_2932141216.jpg,#0000FF
00202519,Obert/5,"Suede Pump 3/4H in de kleur ecru","DAMESSCHOENEN > PUMPS","2015 Zomer",36,ECRU,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Obert-5/IMG_Obert-5.ECRU/IMG_2925141216.jpg,#f4e5d1
00202521,Obert/5,"Suede Pump 3/4H in de kleur ecru","DAMESSCHOENEN > PUMPS","2015 Zomer",37,ECRU,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Obert-5/IMG_Obert-5.ECRU/IMG_2925141216.jpg,#f4e5d1
0020257,Obert/5,"Suede Pump 3/4H in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",38,BLAUW,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Obert-5/IMG_Obert-5.BLAUW/IMG_2932141216.jpg,#0000FF
0020274,Isolda/5,"Slipper Sleehak in de kleur zwart/luip","DAMESSCHOENEN > SLIPPERS","2015 Zomer",38,ZWART,UNISA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Isolda-5/IMG_Isolda-5.ZWART_LUIP/IMG_2927141216.jpg,#000000
0020315,Varci/5,"Suede Sand 7/8H in de kleur zwart","DAMESSCHOENEN > SANDALEN","2015 Zomer",39,ZWART,UNISA,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Varci-5/IMG_Varci-5.ZWART/IMG_2940141216.jpg,#000000
00203737,5613/5,"Lak Pump O/T 3/4H in de kleur zwart","DAMESSCHOENEN > PUMPS","2015 Zomer",37,ZWART,"NINO MIRACLIA",83.97,139.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_5613-5/IMG_5613-5.ZWART/IMG_3029141216.jpg,#000000
00203739,5613/5,"Lak Pump O/T 3/4H in de kleur zwart","DAMESSCHOENEN > PUMPS","2015 Zomer",38,ZWART,"NINO MIRACLIA",83.97,139.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_5613-5/IMG_5613-5.ZWART/IMG_3029141216.jpg,#000000
00203745,5613/5,"Lak Pump O/T 3/4H in de kleur zwart","DAMESSCHOENEN > PUMPS","2015 Zomer",41,ZWART,"NINO MIRACLIA",83.97,139.95,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_5613-5/IMG_5613-5.ZWART/IMG_3029141216.jpg,#000000
0020447,1200898801/5,"Sneakers in de kleur wit","HERENSCHOENEN > SNEAKERS",F/W15/16,45,WIT,MOSCHINO,113.97,189.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1200898801-5/IMG_1200898801-5.WIT/IMG_3475141216.jpg,#FFFFFF
00204410,1200898801/5,"Sneakers in de kleur zwart","HERENSCHOENEN > SNEAKERS",F/W15/16,39,ZWART,MOSCHINO,113.97,189.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1200898801-5/IMG_1200898801-5.ZWART/IMG_2329141216.jpg,#000000
0020474,193Z00/5,"Instapper Strass in de kleur zilv/blauw","DAMESSCHOENEN > BALLERINA'S","2015 Zomer",38,ZILVER,"LOLA CRUZ",119.97,199.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_193Z00-5/IMG_193Z00-5.ZILV_BLAUW/IMG_3022141216.jpg,#C0C0C0
00204712,193Z00/5,"Instapper Strass in de kleur zilv/rose","DAMESSCHOENEN > BALLERINA'S","2015 Zomer",38,ZILVER,"LOLA CRUZ",119.97,199.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_193Z00-5/IMG_193Z00-5.ZILV_ROSE/IMG_3020141216.jpg,#C0C0C0
0020477,193Z00/5,"Instapper Strass in de kleur zilv/blauw","DAMESSCHOENEN > BALLERINA'S","2015 Zomer",41,ZILVER,"LOLA CRUZ",119.97,199.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_193Z00-5/IMG_193Z00-5.ZILV_BLAUW/IMG_3022141216.jpg,#C0C0C0
00204823,220Z01/5,"Multi Strass Pump in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",38,BLAUW,"LOLA CRUZ",113.97,189.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_220Z01-5/IMG_220Z01-5.BLAUW/IMG_1619141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_220Z01-5/IMG_220Z01-5.BLAUW/IMG_1654141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_220Z01-5/IMG_220Z01-5.BLAUW/IMG_3578141216.jpg,#0000FF
00204843,220Z01/5,"Multi Strass Pump in de kleur beige","DAMESSCHOENEN > PUMPS","2015 Zomer",40,BEIGE,"LOLA CRUZ",113.97,189.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_220Z01-5/IMG_220Z01-5.BEIGE/IMG_1620141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_220Z01-5/IMG_220Z01-5.BEIGE/IMG_3580141216.jpg,"#F5F5DC "
0020524,179Z97/5,"Sandaal Pyth SL/H in de kleur zilver","DAMESSCHOENEN > SANDALEN","2015 Zomer",38,ZILVER,"LOLA CRUZ",101.97,169.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_179Z97-5/IMG_179Z97-5.ZILVER/IMG_3038141216.jpg,#C0C0C0
0020537,172Z97/5,"Instapper Python in de kleur zilver","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",41,ZILVER,"LOLA CRUZ",101.97,169.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_172Z97-5/IMG_172Z97-5.ZILVER/IMG_2178141216.jpg,#C0C0C0
0020545,233Z10/5,"Sandaal 7/8H in de kleur cognac","DAMESSCHOENEN > SANDALEN","2015 Zomer",39,COGNAC,"LOLA CRUZ",113.97,189.95,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_233Z10-5/IMG_233Z10-5.COGNAC/IMG_1400141216.jpg,#D2691E
0020606,374Z10/5,"Sandaal Gesp  in de kleur zwart","DAMESSCHOENEN > SANDALEN","2015 Zomer",40,ZWART,"LOLA CRUZ",89.97,149.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_374Z10-5/IMG_374Z10-5.ZWART/IMG_1623141216.jpg,#000000
00207010,1225/5,"Instapper PL/H in de kleur blauw/wit","DAMESSCHOENEN > INSTAPPERS","2015 Zomer","39 1/2",BLAUW,"MARCOS NALINI",107.97,179.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1225-5/IMG_1225-5.BLAUW_WIT/IMG_2260141216.jpg,#0000FF
0020725,1247/5,"Instapper Bit PL/H in de kleur wit","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",37,WIT,"MARCOS NALINI",107.97,179.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1247-5/IMG_1247-5.WIT/IMG_2267141216.jpg,#FFFFFF
00207215,1247/5,"Instapper Bit PL/H in de kleur wit","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",42,WIT,"MARCOS NALINI",107.97,179.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1247-5/IMG_1247-5.WIT/IMG_2267141216.jpg,#FFFFFF
00207321,700B/5,"Instap Kwast PL/H in de kleur zwartsuede","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",37,ZWART,"MARCOS NALINI",107.97,179.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_700B-5/IMG_700B-5.ZWARTSUEDE/IMG_2269141216.jpg,#000000
00207325,700B/5,"Instap Kwast PL/H in de kleur zwartsuede","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",39,ZWART,"MARCOS NALINI",107.97,179.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_700B-5/IMG_700B-5.ZWARTSUEDE/IMG_2269141216.jpg,#000000
0020984,40S4DKFA4Q/5,"Teenslipper  in de kleur goud","DAMESSCHOENEN > SLIPPERS","2015 Zomer",38,GOUD,"MICHAEL KORS",44.97,74.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_40S4DKFA4Q-5/IMG_40S4DKFA4Q-5.GOUD/IMG_0012141216.jpg,#DAA520
00210910,Lamu/5,"Instapper in de kleur zilvblpyth","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",36,ZILVER,GINO-B,119.97,199.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Lamu-5/IMG_Lamu-5.ZILVBLPYTH/IMG_1661141216.jpg,#C0C0C0
00210914,Lamu/5,"Instapper in de kleur zilvblpyth","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",40,ZILVER,GINO-B,119.97,199.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Lamu-5/IMG_Lamu-5.ZILVBLPYTH/IMG_1661141216.jpg,#C0C0C0
0021152,Treasure/5,"Enkell Studs in de kleur zwart","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN","2015 Zomer",36,ZWART,"KARMA OF CHARME",143.97,239.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Treasure-5/IMG_Treasure-5.ZWART/IMG_3280141216.jpg,#000000
0021156,Treasure/5,"Enkell Studs in de kleur zwart","DAMESSCHOENEN > LAARZEN > ENKELLAARZEN","2015 Zomer",40,ZWART,"KARMA OF CHARME",143.97,239.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Treasure-5/IMG_Treasure-5.ZWART/IMG_3280141216.jpg,#000000
00213114,75320/5,"Sandaal Kralen in de kleur beige","DAMESSCHOENEN > SANDALEN","2015 Zomer",40,BEIGE,LAZAMANI,29.97,49.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_75320-5/IMG_75320-5.BEIGE/IMG_2308141216.jpg,"#F5F5DC "
0021316,75320/5,"Sandaal Kralen in de kleur bruin","DAMESSCHOENEN > SANDALEN","2015 Zomer",40,BRUIN,LAZAMANI,29.97,49.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_75320-5/IMG_75320-5.BRUIN/IMG_2309141216.jpg,#A52A2A
0021384,CLHOGO4A/5,"Sneaker Hoog in de kleur zilv/geel","KINDERSCHOENEN > JONGENSSCHOENEN > SNEAKERS","2015 Zomer",22,ZILV/GEEL,"PHILIPPE MODEL KIDS",101.97,169.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_CLHOGO4A-5/IMG_CLHOGO4A-5.ZILV_GEEL/IMG_0172141216.jpg,#ffffff
00213814,CLHOGO4A/5,"Sneaker Hoog in de kleur zilv/geel","KINDERSCHOENEN > JONGENSSCHOENEN > SNEAKERS","2015 Zomer",32,ZILV/GEEL,"PHILIPPE MODEL KIDS",110.97,184.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_CLHOGO4A-5/IMG_CLHOGO4A-5.ZILV_GEEL/IMG_0172141216.jpg,#ffffff
0021397,TRLOTO3B/5,"Sneaker in de kleur rood/zilv",,"2015 Zomer",25,ROOD/ZILV,"PHILIPPE MODEL KIDS",83.97,139.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_TRLOTO3B-5/IMG_TRLOTO3B-5.ROOD_ZILV/IMG_0169141216.jpg,#ffffff
00213915,TRLOTO3B/5,"Sneaker in de kleur rood/zilv",,"2015 Zomer",33,ROOD/ZILV,"PHILIPPE MODEL KIDS",89.97,149.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_TRLOTO3B-5/IMG_TRLOTO3B-5.ROOD_ZILV/IMG_0169141216.jpg,#ffffff
00214212,VU5S049-C/5,"Enkelschoen Veter in de kleur wit/zilver",,"2015 Zomer",30,WIT,"SHOESME KIDS",59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_VU5S049-C-5/IMG_VU5S049-C-5.WIT_ZILVER/IMG_0209141216.jpg,#FFFFFF
00215136,Gizeh/5,"Teenslipper in de kleur turquoise",,"2015 Zomer",40,TURQUOISE,BIRKENSTOCK,41.97,69.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Gizeh-5/IMG_Gizeh-5.TURQUOISE/IMG_3323141216.jpg,#40E0D0
0021525,467/5,"Instapper Veertjes in de kleur beige","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",39,BEIGE,MINNETONKA,59.97,99.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_467-5/IMG_467-5.BEIGE/IMG_3026141216.jpg,"#F5F5DC "
00216231,20208/5,"Pump 3/4 Hak in de kleur zalm","DAMESSCHOENEN > PUMPS","2015 Zomer",41,ZALM,CALEXIS,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.ZALM/IMG_1047141216.jpg,#FA8072
0021628,20208/5,"Pump 3/4 Hak in de kleur blauw","DAMESSCHOENEN > PUMPS","2015 Zomer",42,BLAUW,CALEXIS,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.BLAUW/IMG_1060141216.jpg,#0000FF
00216216,20208/5,"Pump 3/4 Hak in de kleur jeansblauw","DAMESSCHOENEN > PUMPS","2015 Zomer",42,JEANS,CALEXIS,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.JEANSBLAUW/IMG_1055141216.jpg,jeans.jpg
00216227,20208/5,"Pump 3/4 Hak in de kleur zalm","DAMESSCHOENEN > PUMPS","2015 Zomer",37,ZALM,CALEXIS,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.ZALM/IMG_1047141216.jpg,#FA8072
00216212,20208/5,"Pump 3/4 Hak in de kleur jeansblauw","DAMESSCHOENEN > PUMPS","2015 Zomer",38,JEANS,CALEXIS,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.JEANSBLAUW/IMG_1055141216.jpg,jeans.jpg
00216228,20208/5,"Pump 3/4 Hak in de kleur zalm","DAMESSCHOENEN > PUMPS","2015 Zomer",38,ZALM,CALEXIS,71.97,119.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.ZALM/IMG_1047141216.jpg,#FA8072
00216213,20208/5,"Pump 3/4 Hak in de kleur jeansblauw","DAMESSCHOENEN > PUMPS","2015 Zomer",39,JEANS,CALEXIS,71.97,119.95,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_20208-5/IMG_20208-5.JEANSBLAUW/IMG_1055141216.jpg,jeans.jpg
0021633,19215/5,"Suede Sandaal H/H in de kleur zwart","DAMESSCHOENEN > SANDALEN","2015 Zomer",37,ZWART,CALEXIS,83.97,139.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_19215-5/IMG_19215-5.ZWART/IMG_1068141216.jpg,#000000
0021634,19215/5,"Suede Sandaal H/H in de kleur zwart","DAMESSCHOENEN > SANDALEN","2015 Zomer",38,ZWART,CALEXIS,83.97,139.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_19215-5/IMG_19215-5.ZWART/IMG_1068141216.jpg,#000000
00217415,43S5OLFP1L/5,"Instap Opengew in de kleur rosegoud","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",41,ROZEGOUD,"MICHAEL KORS",83.97,139.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_43S5OLFP1L-5/IMG_43S5OLFP1L-5.ROSEGOUD/IMG_2995141216.jpg,#e0ac97
00219221,37585/5,"Sneaker in de kleur zw/fuchsia","KINDERSCHOENEN > JONGENSSCHOENEN > SNEAKERS","2015 Zomer",39,ZW/FUCHSIA,"AM 66",95.97,159.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_37585-5/IMG_37585-5.ZW_FUCHSIA/IMG_1516141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_37585-5/IMG_37585-5.ZW_FUCHSIA/IMG_4832141216.jpg,#ffffff
00219222,37585/5,"Sneaker in de kleur zw/fuchsia","KINDERSCHOENEN > JONGENSSCHOENEN > SNEAKERS","2015 Zomer",40,ZW/FUCHSIA,"AM 66",95.97,159.95,Sale,2,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_37585-5/IMG_37585-5.ZW_FUCHSIA/IMG_1516141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_37585-5/IMG_37585-5.ZW_FUCHSIA/IMG_4832141216.jpg,#ffffff
0021943,1006660/5,"Sayden in de kleur blauw","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",37,BLAUW,UGG,65.97,109.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1006660-5/IMG_1006660-5.BLAUW/IMG_2420141216.jpg,#0000FF
0021944,1006660/5,"Sayden in de kleur blauw","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",38,BLAUW,UGG,65.97,109.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1006660-5/IMG_1006660-5.BLAUW/IMG_2420141216.jpg,#0000FF
0021945,1006660/5,"Sayden in de kleur blauw","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",39,BLAUW,UGG,65.97,109.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1006660-5/IMG_1006660-5.BLAUW/IMG_2420141216.jpg,#0000FF
0021947,1006660/5,"Sayden in de kleur blauw","DAMESSCHOENEN > INSTAPPERS","2015 Zomer",41,BLAUW,UGG,65.97,109.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1006660-5/IMG_1006660-5.BLAUW/IMG_2420141216.jpg,#0000FF
0022133,"Mary Jo/5","Sneaker in de kleur zw/goud","DAMESSCHOENEN > SNEAKERS","2015 Zomer",37,ZWART,"VOILE BLANCHE",86.97,144.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Mary_Jo-5/IMG_Mary_Jo-5.ZW_GOUD/IMG_2291141216.jpg,#000000
0022137,"Mary Jo/5","Sneaker in de kleur zw/goud","DAMESSCHOENEN > SNEAKERS","2015 Zomer",41,ZWART,"VOILE BLANCHE",86.97,144.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Mary_Jo-5/IMG_Mary_Jo-5.ZW_GOUD/IMG_2291141216.jpg,#000000
00221714,1005897K/5,"Ariane in de kleur cognac",,"2015 Zomer",32,COGNAC,"UGG KIDS",29.97,49.95,Sale,1,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_1005897K-5/IMG_1005897K-5.COGNAC/IMG_2538141216.jpg,#D2691E
