0037494,650D/8,"Sneaker Band in de kleur wit/zilver","DAMESSCHOENEN > SNEAKERS",SS17,38,WIT,STOKTON,147.99,184.99,Sale,0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_650D-8/IMG_650D-8.WIT_ZILVER/IMG_2026170317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_650D-8/IMG_650D-8.WIT_ZILVER/IMG_2027170317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_650D-8/IMG_650D-8.WIT_ZILVER/IMG_2028170317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_650D-8/IMG_650D-8.WIT_ZILVER/IMG_2029170317.jpg,#FFFFFF
00375925,40R7SKFR1L/8,"Suki Moc in de kleur cognac","DAMESSCHOENEN > SCHOENEN",SS17,39,COGNAC,"MICHAEL KORS",111.99,139.99,Sale,0,Leer,Rubber,Leer,Leer,Nee,Instap,,,Normaal,"Michael Kors Suki Moc 40R7SKFR1L",,,,https://calexis.nl/userfiles/files/product-photos/IMG_40R7SKFR1L-8/IMG_40R7SKFR1L-8.COGNAC/IMG_9548170117.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_40R7SKFR1L-8/IMG_40R7SKFR1L-8.COGNAC/IMG_9549170117.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_40R7SKFR1L-8/IMG_40R7SKFR1L-8.COGNAC/IMG_9554170117.jpg,#D2691E
0045317,SS1707S123/8,"Molliere in de kleur zwart","DAMESSCHOENEN > SCHOENEN",SS17,41,ZWART,"TOSCA BLU",119.99,149.99,Sale,0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_SS1707S123-8/IMG_SS1707S123-8.ZWART/IMG_1821100317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_SS1707S123-8/IMG_SS1707S123-8.ZWART/IMG_1822100317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_SS1707S123-8/IMG_SS1707S123-8.ZWART/IMG_1823100317.jpg,#000000
0046008,A557/8,"Sneaker in de kleur zwart","HERENSCHOENEN > SNEAKERS",SS17,46,ZWART,"AMA BRAND DELUXE",,199.99,"New Collection",0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_A557-8/IMG_A557-8.ZWART/IMG_2786300317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_A557-8/IMG_A557-8.ZWART/IMG_2787300317.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_A557-8/IMG_A557-8.ZWART/IMG_2788020417.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_A557-8/IMG_A557-8.ZWART/IMG_2789020417.jpg,#000000
0047107,Cheerful/8,"Slippers Glitters in de kleur mintgroen","DAMESSCHOENEN > SLIPPERS",SS17,41,MINT,"ILSE JACOBSEN ",,29.99,"New Collection",0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Cheerful-8/IMG_Cheerful-8.MINTGROEN/IMG_5075090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_Cheerful-8/IMG_Cheerful-8.MINTGROEN/IMG_5077090517.jpg,#abf0d1
00471031,Cheerful/8,"Slippers Glitters in de kleur zilver","DAMESSCHOENEN > SLIPPERS",SS17,41,ZILVER,"ILSE JACOBSEN ",,29.99,"New Collection",0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_Cheerful-8/IMG_Cheerful-8.ZILVER/IMG_5060090517.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_Cheerful-8/IMG_Cheerful-8.ZILVER/IMG_5067090517.jpg,#C0C0C0
0546432,ELN09/6,"Sandaal BL/H in de kleur zwart","DAMESSCHOENEN > SANDALEN",SS16,36,ZWART,APEPAZZA,111.99,159.99,Sale,0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_ELN09-6/IMG_ELN09-6.ZWART/IMG_1603141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_ELN09-6/IMG_ELN09-6.ZWART/IMG_1604141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_ELN09-6/IMG_ELN09-6.ZWART/IMG_1605141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_ELN09-6/IMG_ELN09-6.ZWART/IMG_1606141216.jpg,#000000
05492712,KV6079/6,"Espadrille in de kleur zwart",,SS16,38,ZWART,KANNA,48.99,69.99,Sale,0,,,,,,,,,,,,,,https://calexis.nl/userfiles/files/product-photos/IMG_KV6079-6/IMG_KV6079-6.ZWART/IMG_6032141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_KV6079-6/IMG_KV6079-6.ZWART/IMG_6033141216.jpg|https://calexis.nl/userfiles/files/product-photos/IMG_KV6079-6/IMG_KV6079-6.ZWART/IMG_6034141216.jpg,#000000
